Specialty_Dist_Rep,Common_Grp_Id,Common_Grp_Desc,Common_Entity_Id,Common_Entity_Desc,Customer_No,Customer_Name,Active_Status,Primary_Secondary,Cmpny_Cd,Sales_Org,Dea_Number,Address,City,State,ZIP,Acc_340B_Id,Mpb_Account_Class_Desc,Mck_Account_Class_Desc
BENNETT CORLEY,21230,CHRISTUS,2062,CHRISTUS HEALTH LA,122,CHRISTUS SPEC PHY PHS MPB,Active,SECONDARY,8545,8000|8545,FC0264224,800 E DAWSON ST STE 100,TYLER,TX,75701,DSH450102,PHS,PHS/340B Acct
BENNETT CORLEY,72480,MD ISSUE,72130,CHILDRENS MED CTR TX,937465,CHILD MC PLANO PHS MPB,Active,SECONDARY,8545,8000|8545,FC8814849,7601 PRESTON RD STE L1203,PLANO,TX,75024,PED453316-00,PHS,PHS/340B Acct
KATY MCCASH,35000,KAISER PERMANENTE CA,35000,KAISER PERMANENTE CA,937561,KAISER PERM PCY #257C MPB,Active,SECONDARY,8545,8000|8545,FK8156590,13640 ROSCOE BLVD BLDG 3A,PANORAMA CITY,CA,91402,0,GPO,GPO Acct.
BENNETT CORLEY,72952,PROVIDENCE HOSP NW,72954,PROVIDENCE HLTH SYS WA,937594,PROVIDENCE INF PHCY MPB,Active,SECONDARY,8545,8000|8545,FP3739147,15918 E. EUCLID AVENUE,SPOKANE VALLEY,WA,99216,0,GPO,GPO Acct.
MARY BERRESFORD,36290,INLAND IMAGING LLC,36290,INLAND IMAGING LLC,937825,INLAND IMG HF MUNOZ MPB,Active,SECONDARY,8545,8000|8545,BM8474176,5715 N LIDGERWOOD ST,SPOKANE,WA,99208,0,GPO,GPO Acct.
BENNETT CORLEY,72952,PROVIDENCE HOSP NW,72954,PROVIDENCE HLTH SYS WA,938122,PROV ABERDEEN HS PHS MPB,Active,SECONDARY,8545,8000|8545,FP3251559,954 ANDERSON DR STE 102,ABERDEEN,WA,98520,DSH500019C,PHS,PHS/340B Acct
BENNETT CORLEY,72952,PROVIDENCE HOSP NW,72954,PROVIDENCE HLTH SYS WA,938155,PROV LACEY HOSP PHS MPB,Active,SECONDARY,8545,8000|8545,FP3251751,4525 3RD AVE SE STE 200,LACEY,WA,98503,DSH500019C,PHS,PHS/340B Acct
BENNETT CORLEY,72480,MD ISSUE,72493,HOUSTON METHODIST,938361,MTHDST WB HSP WACA34 MPB,Active,SECONDARY,8545,8000|8545,BM7047485,18220 STATE HWY 249,HOUSTON,TX,77070,DSH450844,WAC,WAC Acct.
BENNETT CORLEY,72125,CHILDRENS HOSP LOS ANGELES,72125,CHILDRENS HOSP LOS ANGELES,938389,CHLD HOSP LA SPEC PHS MPB,Active,SECONDARY,8545,8000|8545,FC5824481,4650 SUNSET BLVD RM 1503,LOS ANGELES,CA,90027,PED053302-00,PHS,PHS/340B Acct
MARY BERRESFORD,40059,GENESIS MC SIL,40059,GENESIS MC SIL,938419,GENESIS MED CTR PHS MPB,Active,SECONDARY,8545,8000|8545,BG4007387,1401 W CENTRAL PARK,DAVENPORT,IA,52804,DSH160033,PHS,PHS/340B Acct
BENNETT CORLEY,72778,NY PRESBYTERIAN HOSP,72778,NY PRESBYTERIAN HOSP,938469,NY PRESBY LH PHS MPB,Active,SECONDARY,8545,8000|8545,FN7830892,55 PALMER AVENUE,BRONXVILLE,NY,10708,DSH330101ER,PHS,PHS/340B Acct
BENNETT CORLEY,72778,NY PRESBYTERIAN HOSP,72778,NY PRESBYTERIAN HOSP,938471,NY PRESBY LH WAC A34 MPB,Active,SECONDARY,8545,8000|8545,FN7830892,55 PALMER AVENUE,BRONXVILLE,NY,10708,DSH330101ER,WAC,WAC Acct.
MARY BERRESFORD,40148,ADV EYE SURG,40148,ADV EYE SURG,939260,ADV EYE SURG CTR MPB,Active,SECONDARY,8545,8000|8545,FA1960372,3500 US HIGHWAY 1,VERO BEACH,FL,32960,0,GPO,GPO Acct.
MARY BERRESFORD,72044,BRYAN MC EAST,72044,BRYAN MC EAST,939695,BRYAN MC EAST MPB,Active,SECONDARY,8545,8000|8545,AB3987964,1600 S 48TH ST,LINCOLN,NE,68506,0,GPO,GPO Acct.
MARY BERRESFORD,40242,GOOD SAMARITAN HOSP OH,40242,GOOD SAMARITAN HOSP OH,940215,GSH INFUSION CTR PHS MPB,Active,SECONDARY,8545,8000|8545,FG2307761,8240 NORTHCREEK DR #1200,CINCINNATI,OH,45236,DSH360134C,PHS,PHS/340B Acct
MARY BERRESFORD,40015,ALEGENT,40165,COMM MEM HEALTHCARE KS,941320,COMM MEM HC CIMP PHS MPB,Active,SECONDARY,8545,8000|8545,AC1288186,708 N 18TH ST,MARYSVILLE,KS,66508,CAH171363-00,PHS,PHS/340B Acct
BENNETT CORLEY,72159,DUKE,72159,DUKE,941408,DUKE CHC RAINBOW PHS MPB,Active,SECONDARY,8545,8000|8545,AD3189380,2301 ERWIN RD,DURHAM,NC,27710,DSH340030,PHS,PHS/340B Acct
MARY BERRESFORD,72064,BAYLOR SCOTT & WHITE DSH,72064,BAYLOR SCOTT & WHITE DSH,941504,ACRDO MEM/S&W MEM PHS MPB,Active,SECONDARY,8545,8000|8545,BA9451167,1620 CENTURY CENTER PKWY #109,MEMPHIS,TN,38134,DSH450054,PHS,PHS Contract Pharmacy
BENNETT CORLEY,72952,PROVIDENCE HOSP NW,72954,PROVIDENCE HLTH SYS WA,941528,ST JOSEPH OP CCF PHS MPB,Active,SECONDARY,8545,8000|8545,FS7466471,3555 ROUND BARN CIRCLE,SANTA ROSA,CA,95403,DSH050174D,PHS,PHS/340B Acct
MARY BERRESFORD,72064,BAYLOR SCOTT & WHITE DSH,72064,BAYLOR SCOTT & WHITE DSH,941582,ACRDO NWC/S&W MEM PHS MPB,Active,SECONDARY,8545,8000|8545,FA5306128,2 BOULDEN CIR STE 1,NEW CASTLE,DE,19720,DSH450054,PHS,PHS Contract Pharmacy
MARY BERRESFORD,72064,BAYLOR SCOTT & WHITE DSH,72064,BAYLOR SCOTT & WHITE DSH,941586,ACRDO TEM/S&W MEM PHS MPB,Active,SECONDARY,8545,8000|8545,BA9437042,2040 W RIO SALADO PKWY STE 101B,TEMPE,AZ,85281,DSH450054,PHS,PHS Contract Pharmacy
BENNETT CORLEY,40848,UNIV OF TEXAS SW UNIV HOSP,40848,UNIV OF TEXAS SW UNIV HOSP,941619,UTMB HLTH LCC WACA34 MPB,Active,SECONDARY,8545,8000|8545,FU1917294,2240 GULF FREEWAY S,LEAGUE CITY,TX,77573,DSH450018DY,WAC,WAC Acct.
KATY MCCASH,72197,COVENANT HEALTH TN,72197,COVENANT HEALTH TN,941772,LECONTE WMNS CRE LOVE MPB,Active,SECONDARY,8545,8000|8545,BL4063791,740 MIDDLE CREEK RD STE 200,SEVIERVILLE,TN,37862,0,GPO,GPO Acct.
KATY MCCASH,72718,WMNS HLTH CARE MORRISTOWN TN,72718,WMNS HLTH CARE MORRISTOWN TN,941783,WMNS HLTHCRE BROOKS MPB,Active,SECONDARY,8545,8000|8545,FB6481105,1621 W MORRIS BLVD STE A,MORRISTOWN,TN,37813,0,GPO,GPO Acct.
BENNETT CORLEY,72480,MD ISSUE,72493,HOUSTON METHODIST,941913,HOUSTION METH HARGRAV MPB,Active,SECONDARY,8545,8000|8545,FH9411252,13300 HARGRAVE RD STE360,HOUSTON,TX,77070,0,GPO,GPO Acct.
MARY BERRESFORD,73317,UNIV OF MISSISSIPPI,73317,UNIV OF MISSISSIPPI,942109,UNIV MS MED CTR PHS MPB,Active,SECONDARY,8545,8000|8545,AJ3284988,960 AVENT DR,GRENADA,MS,38901,DSH250168,PHS,PHS/340B Acct
MARY BERRESFORD,901,FROEDTERT MEM LUTHERAN HSP WI,901,FROEDTERT MEM LUTHERAN HSP WI,943220,FMLH CCC DH PHS MPB,Active,SECONDARY,8545,8000|8545,FF4013291,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,DSH520177,PHS,PHS/340B Acct
BENNETT CORLEY,72904,PENN STATE  MILTON S HERSHEY,72904,GEORGETOWN MEM HOSP,943749,WALG 15443/MILTON PHS MPB,Active,SECONDARY,8545,8000|8545,BI9716587,10530 JOHN W ELLIOTT DR STE 100,FRISCO,TX,75033,DSH390256,PHS,PHS Contract Pharmacy
KATY MCCASH,40260,HC PHARMACY,40260,HC PHARMACY,943827,WESTERN MD HLTH SYS ONC,Active,SECONDARY,8545,8000|8545,FW1721162,12500 WILLOWBROOK ROAD,CUMBERLAND,MD,21502,0,GPO,GPO Acct.
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944245,BAPT EXTENDED CARE HOSP,Active,SECONDARY,8545,8000|8545,FB0703086,9601 BAPTIST HEALTH DR,LITTLE ROCK,AR,72205,0,GPO,GPO Acct.
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944285,BAPT MC ARKADELPHIA,Active,SECONDARY,8545,8000|8545,AT1101257,3050 TWIN RIVERS DR,ARKADELPHIA,AR,71923,0,GPO,GPO Acct.
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944286,BAPT MC ARKADELPHIA PHS,Active,SECONDARY,8545,8000|8545,AT1101257,3050 TWIN RIVERS DR,ARKADELPHIA,AR,71923,CAH041321-00,PHS,PHS/340B Acct
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944287,BAPT MC CONWAY,Active,SECONDARY,8545,8000|8545,FB6268622,1555 EXCHANGE AVE,CONWAY,AR,72032,0,GPO,GPO Acct.
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944288,BAPT MC HEBER SPRING,Active,SECONDARY,8545,8000|8545,BB5082829,1800 BY PASS RD,HEBER SPRINGS,AR,72543,0,GPO,GPO Acct.
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944290,BAPT MC HEBER SPRING PHS,Active,SECONDARY,8545,8000|8545,BB5082829,1800 BY PASS RD,HEBER SPRINGS,AR,72543,CAH041312-00,PHS,PHS/340B Acct
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944291,BAPT MC HOT SPRING,Active,SECONDARY,8545,8000|8545,BH4785640,1001 SCHNEIDER DR,MALVERN,AR,72104,0,GPO,GPO Acct.
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944294,BAPT MC HOT SPRING PHS,Active,SECONDARY,8545,8000|8545,BH4785640,1001 SCHNEIDER DR,MALVERN,AR,72104,DSH040076,PHS,PHS/340B Acct
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944297,BAPT HOT SPRING CO WACA34,Active,SECONDARY,8545,8000|8545,BH4785640,1001 SCHNEIDER DR,MALVERN,AR,72104,DSH040076,WAC,WAC Acct.
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944299,BAPT MC LITTLE ROCK,Active,SECONDARY,8545,8000|8545,AB5700465,9601 BAPTIST HEALTH DR,LITTLE ROCK,AR,72205,0,GPO,GPO Acct.
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944300,BAPT MC LITTLE ROCK PHS,Active,SECONDARY,8545,8000|8545,AB5700465,9601 BAPTIST HEALTH DR,LITTLE ROCK,AR,72205,DSH040114,PHS,PHS/340B Acct
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944302,BAPT LITTLE ROCK WAC A34,Active,SECONDARY,8545,8000|8545,AB5700465,9601 BAPTIST HEALTH DR,LITTLE ROCK,AR,72205,DSH040114,WAC,WAC Acct.
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944303,BAPT MED CTR NLR,Active,SECONDARY,8545,8000|8545,AM3218585,3333 SPRINGHILL DR,N LITTLE ROCK,AR,72117,0,GPO,GPO Acct.
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944304,BAPT MC STUTTGART,Active,SECONDARY,8545,8000|8545,FB1221376,1703 N BUERKLE ST,STUTTGART,AR,72160,0,GPO,GPO Acct.
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944305,BAPT MC STUTTGART PHS,Active,SECONDARY,8545,8000|8545,FB1221376,1703 N BUERKLE ST,STUTTGART,AR,72160,DSH040072,PHS,PHS/340B Acct
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944307,BAPT MC STUTTGRT WAC A34,Active,SECONDARY,8545,8000|8545,FB1221376,1703 N BUERKLE ST,STUTTGART,AR,72160,DSH040072,WAC,WAC Acct.
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944337,BAPT FORT SMITH,Active,SECONDARY,8545,8000|8545,FB7975026,1001 TOWSON AVE,FORT SMITH,AR,72901,0,GPO,GPO Acct.
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944338,BAPT FORT SMITH PHS,Active,SECONDARY,8545,8000|8545,FB7975026,1001 TOWSON AVE,FORT SMITH,AR,72901,DSH040055,PHS,PHS/340B Acct
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944342,BAPT FT SMITH WAC A34,Active,SECONDARY,8545,8000|8545,FB7975026,1001 TOWSON AVE,FORT SMITH,AR,72901,DSH040055,WAC,WAC Acct.
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944352,BAPT VB SPARKS MC PHS,Active,SECONDARY,8545,8000|8545,FB7975002,211 CRAWFORD MEMORIAL DR,VAN BUREN,AR,72956,DSH040018,PHS,PHS/340B Acct
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944356,BAPT VB SPARKS MC WAC A34,Active,SECONDARY,8545,8000|8545,FB7975002,211 CRAWFORD MEMORIAL DR,VAN BUREN,AR,72956,DSH040018,WAC,WAC Acct.
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,944357,BAPT MEDICAL TOWERS,Active,SECONDARY,8545,8000|8545,AM5924609,9601 BAPTIST HEALTH #109,LITTLE ROCK,AR,72205,0,GPO,GPO Acct.
BENNETT CORLEY,73311,UNIV OF COLORADO,73311,UNIV OF COLORADO,944663,YAMPA VALLEY MED CTR MPB,Active,SECONDARY,8545,8000|8545,AR0844969,1024 CENTRAL PARK DR,STEAMBOAT SPRINGS,CO,80487,0,GPO,GPO Acct.
KATY MCCASH,21373,TRINITY HEALTH,629,TRINITY HEALTH,944715,ST ALPHONSUS RMC PHS MPB,Active,SECONDARY,8545,8000|8545,AS4986228,1055 N CURTIS RD,BOISE,ID,83706,DSH130007,PHS,PHS/340B Acct
BENNETT CORLEY,21230,CHRISTUS,2062,CHRISTUS HEALTH LA,944727,ST VINCENT HSP PHS MPB,Active,SECONDARY,8545,8000|8545,AS3248108,455 SAINT MICHAELS DR,SANTA FE,NM,87505,DSH320002,PHS,PHS/340B Acct
KATY MCCASH,21373,TRINITY HEALTH,629,TRINITY HEALTH,944748,ST ALPHONSUS WACA34 MPB,Active,SECONDARY,8545,8000|8545,AS4986228,1055 N CURTIS RD,BOISE,ID,83706,DSH130007,WAC,WAC Acct.
KATY MCCASH,35000,KAISER PERMANENTE CA,35000,KAISER PERMANENTE CA,944913,KAISER PERM PHY #122C MPB,Active,SECONDARY,8545,8000|8545,FK9608653,25821 S VERMONT AVE FL 4 RM 4049,HARBOR CITY,CA,90710,0,GPO,GPO Acct.
MARY BERRESFORD,30038,UNIV MED CTR NEW ORLEANS LA,30038,UNIV MED CTR NEW ORLEANS LA,945011,MED CENTER OF LA PHS MPB,Active,SECONDARY,8545,8000|8545,BU3479335,2000 CANAL STREET,NEW ORLEANS,LA,70112,DSH190005,PHS,PHS/340B Acct
MARY BERRESFORD,40068,MHS PURCHASING,40068,MHS PURCHASING,945529,METROHEALTH SYS GPO MPB,Active,SECONDARY,8545,8000|8545,AH2289646,2500 METROHEALTH DR,CLEVELAND,OH,44109,0,GPO,GPO Acct.
MARY BERRESFORD,40068,MHS PURCHASING,40068,MHS PURCHASING,945540,METROHLTH SYS WACA34 MPB,Active,SECONDARY,8545,8000|8545,AH2289646,2500 METROHEALTH DR,CLEVELAND,OH,44109,DSH360059,WAC,WAC Acct.
BENNETT CORLEY,72604,ROCHESTER METH HOSP MN,72604,ROCHESTER METH HOSP MN,945895,ROCHESTER METH HOSP MPB,Active,SECONDARY,8545,8000|8545,AR3642116,201 CENTER ST W,ROCHESTER,MN,55902,0,GPO,GPO Acct.
MARY BERRESFORD,901,FROEDTERT MEM LUTHERAN HSP WI,901,FROEDTERT MEM LUTHERAN HSP WI,946035,DREXEL TOWN SQRE PHS MPB,Active,SECONDARY,8545,8000|8545,FD6988818,7901 S 6TH ST FL 2,OAK CREEK,WI,53154,DSH520177Q,PHS,PHS/340B Acct
MARY BERRESFORD,1205,UNIV OF MIAMI HOSP FL,1205,UNIV OF MIAMI HOSP FL,946881,CAREMARK TX SP/UMIAMI PHS,Active,SECONDARY,8545,8000|8545,FC6963157,1001 SPINKS ROAD STE 280,FLOWER MOUND,TX,75028,CAN100079-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1317,AIDS ARMS INC TX,1317,AIDS ARMS INC TX,947082,CAREMARK FL SP/PR NTX PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,STD75204,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1317,AIDS ARMS INC TX,1317,AIDS ARMS INC TX,947094,CAREMARK NV SP/PR NTX PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,STD75204,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2501,UNIVERSITY OF VIRGINIA MED CTR,2501,UNIVERSITY OF VIRGINIA MED CTR,947803,WALMART 1726/UN VA MC PHS,Active,SECONDARY,8545,8000|8545,BW5373787,171 BURGESS RD,HARRISONBURG,VA,22801,DSH490009,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2501,UNIVERSITY OF VIRGINIA MED CTR,2501,UNIVERSITY OF VIRGINIA MED CTR,947804,WALMART 4682/UN VA MC PHS,Active,SECONDARY,8545,8000|8545,FW1701918,164 CAMP CREEK PARKWAY,GORDONSVILLE,VA,22942,DSH490009,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2501,UNIVERSITY OF VIRGINIA MED CTR,2501,UNIVERSITY OF VIRGINIA MED CTR,947813,WALMART 4388/UN VA MC PHS,Active,SECONDARY,8545,8000|8545,FW6190691,1211 W BROAD ST STE A,WAYNESBORO,VA,22980,DSH490009,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2501,UNIVERSITY OF VIRGINIA MED CTR,2501,UNIVERSITY OF VIRGINIA MED CTR,947815,BIOLOGICS INC/UNVA MC PHS,Active,SECONDARY,8545,8000|8545,,11800 WESTON PARKWAY,CARY,NC,27513,DSH490009,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1792,ST LUKES REG MED CTR ID,1792,ST LUKES REG MED CTR ID,948423,WALMART 5315/STL RMDC PHS,Active,SECONDARY,8545,8000|8545,BW8115164,2354 COMMERCE PARK DR,ORLANDO,FL,32819,DSH130006,PHS,PHS Contract Pharmacy
BENNETT CORLEY,40054,COH NMC HSP,40054,COH NMC HSP,948690,COH NMC HSP WACA34 MPB,Active,SECONDARY,8545,8000|8545,AC0086404,1500 EAST DUARTE RD,DUARTE,CA,91010,CAN050146-00,WAC,WAC Acct.
MARY BERRESFORD,815,SANFORD MED CENTER SD (PHS),815,SANFORD MED CENTER SD (PHS),949127,ND PHCY 748/SF BSMRCK PHS,Active,SECONDARY,8545,8000|8545,AN7029247,1761 3RD AVENUE W STE B,DICKINSON,ND,58601,DSH350015,PHS,PHS Contract Pharmacy
KATY MCCASH,2932,APPALACHIAN REG HLTH KY,2932,APPALACHIAN REG HLTH KY,949308,OPTUM702 IN/TUG VALLY PHS,Active,SECONDARY,8545,8000|8545,FB4247943,1050 PATROL RD,JEFFERSONVILLE,IN,47130,DSH180069,PHS,PHS Contract Pharmacy
BENNETT CORLEY,72952,PROVIDENCE HOSP NW,72954,PROVIDENCE HLTH SYS WA,949405,CAREMARK NV SP/PRVHDR PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 S EASTERN AVE,LAS VEGAS,NV,89119,CAH381318-00,PHS,PHS Contract Pharmacy
BENNETT CORLEY,72952,PROVIDENCE HOSP NW,72954,PROVIDENCE HLTH SYS WA,949411,CAREMARK TX SP/PRPRTL PHS,Active,SECONDARY,8545,8000|8545,FC6963157,1001 SPINKS RD STE 280,FLOWER MOUND,TX,75028,DSH380061,PHS,PHS Contract Pharmacy
BENNETT CORLEY,72952,PROVIDENCE HOSP NW,72954,PROVIDENCE HLTH SYS WA,949418,CAREMARK NV SP/PRPORT PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 S EASTERN AVE,LAS VEGAS,NV,89119,DSH380061,PHS,PHS Contract Pharmacy
BENNETT CORLEY,72952,PROVIDENCE HOSP NW,72954,PROVIDENCE HLTH SYS WA,949425,CAREMARK NV SP/PSTVNC PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 S EASTERN AVE,LAS VEGAS,NV,89119,DSH380004,PHS,PHS Contract Pharmacy
MARY BERRESFORD,639,UNIV OF CALIF DAVIS,639,UNIV OF CALIF DAVIS,949811,ACCREDO TMP/UCA DAVIS PHS,Active,SECONDARY,8545,8000|8545,BA9437042,2040 W RIO SALADO #101B,TEMPE,AZ,85281,DSH050599,PHS,PHS Contract Pharmacy
MARY BERRESFORD,639,UNIV OF CALIF DAVIS,639,UNIV OF CALIF DAVIS,949812,ACCREDO NCS/UCA DAVIS PHS,Active,SECONDARY,8545,8000|8545,FA5306128,2 BOULDEN CIRCLE #1,NEW CASTLE,DE,19720,DSH050599,PHS,PHS Contract Pharmacy
MARY BERRESFORD,639,UNIV OF CALIF DAVIS,639,UNIV OF CALIF DAVIS,949815,ACCREDO MEM/UCA DAVIS PHS,Active,SECONDARY,8545,8000|8545,BA9451167,1620 CENTURY CTR PKWY 109,MEMPHIS,TN,38134,DSH050599,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,949965,CAREPLS CVS2293/MH HV PHS,Active,SECONDARY,8545,8000|8545,FP0679677,2 DUDLEY STREET SUITE 170,PROVIDENCE,RI,2905,HV00018,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,949971,CAREMARK MA SP/MRM HV PHS,Active,SECONDARY,8545,8000|8545,BC9420491,25 BIRCH ST BLDG B STE100,MILFORD,MA,1757,HV00018,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,949976,CAREMARK NJ SP/MRM HV PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,HV00018,PHS,PHS Contract Pharmacy
BENNETT CORLEY,40083,UNIV OF TEXAS MED BRANCH-UTMB,40083,UNIV OF TEXAS MED BRANCH-UTMB,950067,UTMB HLTH LGE CC PHS MPB,Active,SECONDARY,8545,8000|8545,FU1917294,2240 GULF FWY S,LEAGUE CITY,TX,77573,DSH450018DY,PHS,PHS/340B Acct
BENNETT CORLEY,40083,UNIV OF TEXAS MED BRANCH-UTMB,40083,UNIV OF TEXAS MED BRANCH-UTMB,950068,UTMB HTH LG CC WACA34 MPB,Active,SECONDARY,8545,8000|8545,FU1917294,2240 GULF FREEWAY S,LEAGUE CITY,TX,77573,DSH450018DY,WAC,WAC Acct.
MARY BERRESFORD,901,FROEDTERT MEM LUTHERAN HSP WI,901,FROEDTERT MEM LUTHERAN HSP WI,950454,FROEDTERT INFS PHS MPB,Active,SECONDARY,8545,8000|8545,AF9414323,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,DSH520177,PHS,PHS/340B Acct
KATY MCCASH,72197,COVENANT HEALTH TN,72197,COVENANT HEALTH TN,950508,LECONTE MC INF WACA34 MPB,Active,SECONDARY,8545,8000|8545,FL1831761,710 MIDDLE CREEK RD,SEVIERVILLE,TN,37862,DSH440081A,WAC,WAC Acct.
BENNETT CORLEY,40054,COH NMC HSP,40054,COH NMC HSP,950781,COH NMC RTL GPO MPB,Active,SECONDARY,8545,8000|8545,AC0086404,1500 DUARTE RD,DUARTE,CA,91010,0,GPO,GPO Acct.
BENNETT CORLEY,40054,COH NMC HSP,40054,COH NMC HSP,950785,COH NMC RTL PHS MPB,Active,SECONDARY,8545,8000|8545,AC0086404,1500 DUARTE RD,DUARTE,CA,91010,CAN050146-00,PHS,PHS/340B Acct
BENNETT CORLEY,72952,PROVIDENCE HOSP NW,72954,PROVIDENCE HLTH SYS WA,951121,QUEEN VALLEY MC PHS MPB,Active,SECONDARY,8545,8000|8545,FS7466421,1000 TRANCAS ST,NAPA,CA,94558,DSH050009,PHS,PHS/340B Acct
BENNETT CORLEY,72952,PROVIDENCE HOSP NW,72954,PROVIDENCE HLTH SYS WA,951124,QUEEN VLY MC WACA34 MPB,Active,SECONDARY,8545,8000|8545,FS7466421,1000 TRANCAS ST,NAPA,CA,94558,DSH050009,WAC,WAC Acct.
KATY MCCASH,72725,CASCADIA EYE WA,72725,CASCADIA EYE WA,951669,EYE ASSOCIATES SURGY MPB,Active,SECONDARY,8545,8000|8545,BS8112598,2100 LITTLE MOUNTAIN LN,MOUNT VERNON,WA,98274,0,GPO,GPO Acct.
BENNETT CORLEY,73322,UNIV OF CALIF SAN DIEGO,73322,UNIV OF CALIF SAN DIEGO,951788,OPTUM 702/UCSD MC PHS MPB,Active,SECONDARY,8545,8000|8545,FB4247943,1050 PATROL RD,JEFFERSONVILLE,IN,47130,DSH050025,PHS,PHS Contract Pharmacy
KATY MCCASH,35000,KAISER PERMANENTE CA,35000,KAISER PERMANENTE CA,951792,KAISER NILES PHY 161 MPB,Active,SECONDARY,8545,8000|8545,BK2614231,39400 PASEO PADRE PKWY,FREMONT,CA,94538,0,GPO,GPO Acct.
BENNETT CORLEY,1811,TEXAS CHILDRENS HOSP (PHS),1811,TEXAS CHILDRENS HOSP (PHS),951819,WALG 16287/TX CH PHS MPB,Active,SECONDARY,8545,8000|8545,BF8715661,130 ENTERPRISE DR,PITTSBURGH,PA,15275,PED453304-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,72871,PARKVIEW HOSP FT WAYNE IN,72871,PARKVIEW HOSP FT WAYNE IN,951924,PARKVIEW N MED PHS MPB,Active,SECONDARY,8545,8000|8545,BP7611329,11109 PARKVIEW PLAZA DR,FORT WAYNE,IN,46845,DSH150021,PHS,PHS/340B Acct
MARY BERRESFORD,72871,PARKVIEW HOSP FT WAYNE IN,72871,PARKVIEW HOSP FT WAYNE IN,951926,PARKVIEW N MED WACA34 MPB,Active,SECONDARY,8545,8000|8545,BP7611329,11109 PARKVIEW PLAZA DR,FORT WAYNE,IN,46845,DSH150021,WAC,WAC Acct.
BENNETT CORLEY,72387,UNIV OF INDIANA HEALTH,72387,UNIV OF INDIANA HEALTH,951982,IU HLTH HOMECARE GPO MPB,Active,SECONDARY,8545,8000|8545,BC5175559,950 N MERIDIAN ST STE 700,INDIANAPOLIS,IN,46204,0,GPO,GPO Acct.
BENNETT CORLEY,72778,NY PRESBYTERIAN HOSP,72778,NY PRESBYTERIAN HOSP,952229,NY PRESBY HOSP WACA34 MPB,Active,SECONDARY,8545,8000|8545,AT1859644,622 W 168TH ST,NEW YORK,NY,10032,DSH330101,WAC,WAC Acct.
